,your_best(red)
,<Average Winning Rate>
your_base1,0.9
your_base2,0.8
your_base3,-0.0
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.675
,<Average Scores>
your_base1,0.9
your_base2,0.7
your_base3,0.0
baesline,1.0
Avg_Score,0.65
